uid,csv_hash,tbl_hash,id_num_row,transaction_uid,account_uid,transaction_date,type_deal,transaction_amount
af05903e-1d41-4476-9617-ea810d2e922b,36cfdee9615f05052d367f89a048eb90,cb0c909acc347151b59eb0870ad20b3c,60,af05903e-1d41-4476-9617-ea810d2e922b,24bb05f1-4751-4a0c-8a3f-861f9294b834,2015-06-03 02:16:05,commision,480.0
a44337d4-b4cc-4a09-9c80-a8362b5674a0,f7703beb5254ed1279ed7880e998e134,1e3bbaf9c5c19d501b95c0b82edaaad7,61,a44337d4-b4cc-4a09-9c80-a8362b5674a0,24bb05f1-4751-4a0c-8a3f-861f9294b834,2015-09-12 02:10:03,commision,-92.0
73b49e2a-1ec4-481e-9c80-43810a2daffe,390aa6bd43e70532cdc9e37d7d2f0780,d60b2bf74cfb87b8dd2f2b38a0b74287,62,73b49e2a-1ec4-481e-9c80-43810a2daffe,12f91c28-23e4-496d-a773-e71cf8a8d8d3,2015-04-02 02:49:04,commision,80.0
f08f8737-e4c1-47ee-8abd-d20ed2a81036,0fd5e6847b4ed234a55094d49bbfa6cd,7a910aa318d2fb3cd5c67df47580e97b,63,f08f8737-e4c1-47ee-8abd-d20ed2a81036,b16dc7f4-381b-4b7d-8917-dc9f28f80034,2015-10-03 04:46:11,deal,230.0
a452f9b5-8872-4f20-a548-0d46abd555de,474d36308f0e07edbe9a5b00455d2b33,f40a2a964ed78cc99a3754f0c21194d9,64,a452f9b5-8872-4f20-a548-0d46abd555de,d481f7dd-8923-44d5-bc2e-e518435389d2,2015-09-25 16:20:15,commision,-723.0
3d31fc34-6bd8-4b9f-9a8b-739606b946ce,8e3046312dab70e14792aefa7c19129e,fe19e252558b1ae77a22523951b4e5cc,65,3d31fc34-6bd8-4b9f-9a8b-739606b946ce,c26ca746-9ab4-493d-ad7f-5f952ebe569a,2015-04-04 04:24:27,commision,-294.0
e7d07790-b69b-4ee7-b322-296a6b9cdbde,2f00a54b9abec93d9340ac93e1911ba5,7fbfeaa25c18544610e579e42af17923,66,e7d07790-b69b-4ee7-b322-296a6b9cdbde,d481f7dd-8923-44d5-bc2e-e518435389d2,2015-04-11 21:31:11,commision,-540.0
742cefec-2408-4c28-91a0-7c16fbf292b9,ad7e7d428ccb38b6d7a1f731cc1ed0a6,b229e32457605b386ce6689890bb3b5a,67,742cefec-2408-4c28-91a0-7c16fbf292b9,d481f7dd-8923-44d5-bc2e-e518435389d2,2015-11-25 11:26:13,commision,-984.0
1453717a-7787-47d9-82d6-044834dbf7e7,44bbaee5904649fff376a1d9826150ce,b2a2d5d0bd9540f33990a5fabb27ccce,68,1453717a-7787-47d9-82d6-044834dbf7e7,186ef4a6-bdb6-4662-aeeb-ecb815d251dc,2015-01-02 13:42:20,deal,711.0
946e5d94-8eee-48f4-b37f-7db4bf8c1503,075e660e6366377dd44f3066fca7273b,d4034079a3c2d6b910477b0c93c760f2,69,946e5d94-8eee-48f4-b37f-7db4bf8c1503,b8327f38-160d-4004-8f74-be8da19aaa15,2015-03-17 02:17:28,deal,-722.0
3dc5379a-742d-41e2-90b6-5d1c09a21942,1f6644de3eb4c8fdcdaa804e2b8b7630,7719fd5815dd70296644cacf651e4e4f,70,3dc5379a-742d-41e2-90b6-5d1c09a21942,0ee4dc12-2ff3-48ab-8291-872869f3ca41,2015-05-03 05:20:18,deal,194.0
c8b0c07f-7cf9-4145-8c75-62bbfc037e5d,6cf8894bcb071906a1dd220e06dceaa4,26a31eeba4aca1ba62cf678f0cd89d3b,71,c8b0c07f-7cf9-4145-8c75-62bbfc037e5d,b16dc7f4-381b-4b7d-8917-dc9f28f80034,2015-10-17 02:18:54,commision,-930.0
917bdb5b-eeb7-47ec-b332-f00a5c9f2785,8ddd1ff2583b46123aff4c064fe973c8,db7c37c7db32f718a4ead797f6955077,72,917bdb5b-eeb7-47ec-b332-f00a5c9f2785,38a64f25-3221-4661-944e-86bf6584438d,2015-04-07 19:41:00,deal,718.0
ee292c16-f0b3-4801-b6f2-b4b55411ff70,78a1afe27ec4345a402c650cfcd64076,002d8e98f503af920aef08d505d57d71,73,ee292c16-f0b3-4801-b6f2-b4b55411ff70,0ee4dc12-2ff3-48ab-8291-872869f3ca41,2015-05-24 10:27:27,deal,697.0
a7c26e10-01a9-48ab-9d91-596d9b6e3c77,35d57f43d78f514d1d836c3906498435,589dcf3fe28036a4d36bbfa6faa78bf3,74,a7c26e10-01a9-48ab-9d91-596d9b6e3c77,12f91c28-23e4-496d-a773-e71cf8a8d8d3,2015-02-22 06:11:19,deal,263.0
b87dba89-d1dd-43cc-96b7-bd0fcade32d0,4db1a94b84cf96bf9a3194fa382a5a4a,32880537957eddef46205f2a1f8d9a44,75,b87dba89-d1dd-43cc-96b7-bd0fcade32d0,186ef4a6-bdb6-4662-aeeb-ecb815d251dc,2015-05-20 13:36:50,commision,373.0
1ff2b85a-fbe2-4593-9a71-b55b2ada891b,70040e83f98486f3a0568b66665087c1,f83c9acc2f8848f84e73b2fac41337c3,77,1ff2b85a-fbe2-4593-9a71-b55b2ada891b,c26ca746-9ab4-493d-ad7f-5f952ebe569a,2015-11-20 16:19:53,commision,234.0
eca32520-145c-41c2-bf3a-85c1b71e7c15,01a29330f9cf718ee8e65ce5c6bfd810,8dc42b048f93123948fc2301feb39756,78,eca32520-145c-41c2-bf3a-85c1b71e7c15,c26ca746-9ab4-493d-ad7f-5f952ebe569a,2015-11-15 10:19:34,commision,-755.0
988ea24f-b6da-48f7-8f59-477602ac8f7b,50614c2cec26cd4605b0adda2e14d6a8,0bd01e1298675b38ceb90477ae8e5648,79,988ea24f-b6da-48f7-8f59-477602ac8f7b,24bb05f1-4751-4a0c-8a3f-861f9294b834,2015-12-03 10:02:41,deal,370.0
5c90b0ff-12e3-4d90-82f7-b748c7e8d2f4,5b14cab6b766dcdda22eb0d2faa77d1c,510b41aa6e940534b6df814a6965ca04,80,5c90b0ff-12e3-4d90-82f7-b748c7e8d2f4,24bb05f1-4751-4a0c-8a3f-861f9294b834,2015-08-13 06:20:51,deal,-816.0
a68d2d66-61c3-4b13-9bde-0be50940688b,652fd8af56b8311f95395b6dd0e91c36,942ab143bf83279b3a45ebd0366ff3b0,81,a68d2d66-61c3-4b13-9bde-0be50940688b,24bb05f1-4751-4a0c-8a3f-861f9294b834,2015-04-21 23:44:34,commision,-498.0
22a3bf69-f822-4d0f-8ae8-01863af7ecb5,a697095728baa06983956d2870203d7b,3fc31b19e8284e6d1b4165c1c6cf6cc7,82,22a3bf69-f822-4d0f-8ae8-01863af7ecb5,fcdbe47f-44a7-40fc-9389-0b973a529245,2015-12-12 08:00:24,commision,130.0
05eb71f6-a0cf-4984-a8f2-cc1575297a44,0abd8168f3a887c23da44201941d1c65,d182121b307d304ea3417f389f6bcd33,83,05eb71f6-a0cf-4984-a8f2-cc1575297a44,a2c0a886-d116-495a-9a17-f1dd1a423190,2015-01-27 07:53:32,commision,-12.0
8a2bca8a-88b7-4436-af76-59cff972c8df,ed2a36486974300a9978622e6f958654,a93d0f4a39b9fff1a1570465d602750b,84,8a2bca8a-88b7-4436-af76-59cff972c8df,38a64f25-3221-4661-944e-86bf6584438d,2015-09-12 02:46:38,commision,616.0
569654ce-fec3-4110-b3a8-be754d894ebc,81f2116274729101fb298f3c59d29dae,b429dba7656508b759c330bbc0d280d8,85,569654ce-fec3-4110-b3a8-be754d894ebc,0ee4dc12-2ff3-48ab-8291-872869f3ca41,2015-08-20 18:38:16,deal,423.0
f2b640fb-06b9-4f82-a3c8-8bad025366d8,ee4e6a2134d3085f5a7f0606d8986607,d7c7fcd679307d9161649df022fd65de,86,f2b640fb-06b9-4f82-a3c8-8bad025366d8,12f91c28-23e4-496d-a773-e71cf8a8d8d3,2015-08-02 05:51:29,commision,743.0
55efc939-8d3b-402b-819c-637bac98abf6,c2323dd2afdd5a49fa0ce0a2d797fe75,d4d3e091cb59a5b8964f3399bf393e3a,87,55efc939-8d3b-402b-819c-637bac98abf6,b16dc7f4-381b-4b7d-8917-dc9f28f80034,2015-09-30 01:27:59,commision,723.0
2e73e793-f1a3-4d2d-b238-d4c5a4d5f0e1,982c2ba2687090ce7c2720ece050eb9f,8dcf452a194281c24d0f56be059001b0,88,2e73e793-f1a3-4d2d-b238-d4c5a4d5f0e1,b8327f38-160d-4004-8f74-be8da19aaa15,2015-12-21 17:11:32,commision,764.0
010e194c-29b2-4311-9bee-a3701208bdd0,76915903119421debbbe3b0e76d91a8d,52b21f194dd3edb07103289c91d9e8ee,89,010e194c-29b2-4311-9bee-a3701208bdd0,0ee4dc12-2ff3-48ab-8291-872869f3ca41,2015-09-01 03:34:21,deal,110.0
b2aca050-70ed-4985-8f01-6a72b157bac6,416f7d49cb791748079366fe9e32d7f9,a30d39cd16c14e2f31d4178697f962bc,90,b2aca050-70ed-4985-8f01-6a72b157bac6,a2c0a886-d116-495a-9a17-f1dd1a423190,2015-04-01 00:15:27,deal,-617.0
2c948e50-efc3-4187-a1d0-1dd5c03325e6,6f494ad16e4feae5cf391620fc23ec33,24068d9b14998efbfdbc7b95dd23be2e,91,2c948e50-efc3-4187-a1d0-1dd5c03325e6,a2c0a886-d116-495a-9a17-f1dd1a423190,2015-03-16 16:24:07,commision,-683.0
fc90026f-48e8-47fc-aed2-d97f155c6da7,f1ba52189e3253789eaf416201173d16,5607573a7e3b94edffd8d4db313d888d,92,fc90026f-48e8-47fc-aed2-d97f155c6da7,38a64f25-3221-4661-944e-86bf6584438d,2015-05-24 19:12:27,deal,878.0
aa5b2acd-92d3-40d4-a92e-524b9098c921,2e33438751962afca3306a56777bbf58,2d10886b6d0a872f1f4ba5db3506e46e,93,aa5b2acd-92d3-40d4-a92e-524b9098c921,24bb05f1-4751-4a0c-8a3f-861f9294b834,2015-03-10 21:23:59,deal,-842.0
8b7685d5-1b88-4674-aa14-f3d9888a8d98,277133d7039bdf3179b870fe751d4b29,03571a9659b30446aef7a75d06e773b3,94,8b7685d5-1b88-4674-aa14-f3d9888a8d98,fcdbe47f-44a7-40fc-9389-0b973a529245,2015-06-26 01:57:49,commision,-151.0
8ffbd53c-443a-4765-a70a-8aff621f3163,57351e15ee38d04f741940ef1a740dc0,b1f8becdcc454578ccf6ec943d02e55f,95,8ffbd53c-443a-4765-a70a-8aff621f3163,186ef4a6-bdb6-4662-aeeb-ecb815d251dc,2015-07-19 20:05:40,commision,-922.0
840fd596-277d-4118-a22b-d9473a965655,3118e251a0b54a0732c156694ff3f900,d74d764d80ffff89c125f2a5decdd209,96,840fd596-277d-4118-a22b-d9473a965655,fcdbe47f-44a7-40fc-9389-0b973a529245,2015-10-29 03:14:25,deal,24.0
e71e859d-380c-42ec-a2cd-1457d1589681,6613c239086cf0401979580a2fb8f6e8,07a17fec401c847d16e33024da305d6c,97,e71e859d-380c-42ec-a2cd-1457d1589681,b8327f38-160d-4004-8f74-be8da19aaa15,2015-07-07 14:52:03,deal,-348.0
