account_uid,WeekDay,transaction_amount
d481f7dd-8923-44d5-bc2e-e518435389d2,Monday,-77.06132352941177
d481f7dd-8923-44d5-bc2e-e518435389d2,Saturday,6.6875
d481f7dd-8923-44d5-bc2e-e518435389d2,Sunday,-6.655470085470086
d481f7dd-8923-44d5-bc2e-e518435389d2,Thursday,-50.70276923076923
d481f7dd-8923-44d5-bc2e-e518435389d2,Tuesday,-52.76469565217392
d481f7dd-8923-44d5-bc2e-e518435389d2,Wednesday,-48.02935483870968
fcdbe47f-44a7-40fc-9389-0b973a529245,Friday,-83.0412213740458
fcdbe47f-44a7-40fc-9389-0b973a529245,Monday,-0.8039823008849557
fcdbe47f-44a7-40fc-9389-0b973a529245,Saturday,4.357971014492754
fcdbe47f-44a7-40fc-9389-0b973a529245,Sunday,-23.98259541984733
fcdbe47f-44a7-40fc-9389-0b973a529245,Thursday,-2.1485483870967745
fcdbe47f-44a7-40fc-9389-0b973a529245,Tuesday,-2.8851724137931036
fcdbe47f-44a7-40fc-9389-0b973a529245,Wednesday,-62.14607142857142
